date,game_pk,home_team,away_team,season,margin_edge,side,is_dog,odds_used,ml_units,actual_f5_margin,won,push,profit,bet_type,model_total,consensus_f5_total,edge,actual_f5_total,model_nrfi_prob,market_nrfi_prob,actual_nrfi
2023-05-03,718328,Tampa Bay Rays,Pittsburgh Pirates,2023,0.541,HOME_F5_ML,False,-235.0,1.0,4.0,True,False,43.0,f5_ml,,,,,,,
2023-05-03,718333,Washington Nationals,Chicago Cubs,2023,0.501,HOME_F5_ML,True,163.0,1.0,0.0,False,True,0.0,f5_ml,,,,,,,
2023-05-05,718307,Pittsburgh Pirates,Toronto Blue Jays,2023,1.964,HOME_F5_ML,True,290.0,3.0,-4.0,False,False,-300.0,f5_ml,,,,,,,
2023-05-04,718316,Boston Red Sox,Toronto Blue Jays,2023,-7.071,AWAY_F5_ML,True,625.0,3.0,4.0,False,False,-300.0,f5_ml,,,,,,,
2023-05-05,718300,Tampa Bay Rays,New York Yankees,2023,-1.077,AWAY_F5_ML,True,335.0,2.0,4.0,False,False,-200.0,f5_ml,,,,,,,
2023-05-05,718298,Atlanta Braves,Baltimore Orioles,2023,-0.66,AWAY_F5_ML,True,192.0,1.0,-1.0,True,False,192.0,f5_ml,,,,,,,
2023-05-06,718286,Pittsburgh Pirates,Toronto Blue Jays,2023,1.788,HOME_F5_ML,True,1075.0,3.0,-7.0,False,False,-300.0,f5_ml,,,,,,,
2023-05-06,718282,Arizona Diamondbacks,Washington Nationals,2023,-0.549,AWAY_F5_ML,True,138.0,1.0,-1.0,True,False,138.0,f5_ml,,,,,,,
2023-05-06,718279,San Diego Padres,Los Angeles Dodgers,2023,0.808,HOME_F5_ML,True,-104.0,1.5,-2.0,False,False,-150.0,f5_ml,,,,,,,
2023-05-07,718266,San Diego Padres,Los Angeles Dodgers,2023,-0.506,AWAY_F5_ML,False,-118.0,1.0,2.0,False,False,-100.0,f5_ml,,,,,,,
2023-05-08,718261,Cleveland Guardians,Detroit Tigers,2023,3.846,HOME_F5_ML,True,390.0,3.0,-2.0,False,False,-300.0,f5_ml,,,,,,,
2023-05-08,718259,Baltimore Orioles,Tampa Bay Rays,2023,-1.153,AWAY_F5_ML,False,-174.0,2.0,-1.0,True,False,115.0,f5_ml,,,,,,,
2023-05-08,718258,Pittsburgh Pirates,Colorado Rockies,2023,-0.699,AWAY_F5_ML,True,160.0,1.0,0.0,False,True,0.0,f5_ml,,,,,,,
2023-05-08,718257,Milwaukee Brewers,Los Angeles Dodgers,2023,1.145,HOME_F5_ML,False,-130.0,2.0,3.0,True,False,154.0,f5_ml,,,,,,,
2023-05-09,718248,Cleveland Guardians,Detroit Tigers,2023,-1.511,AWAY_F5_ML,True,412.0,3.0,1.0,False,False,-300.0,f5_ml,,,,,,,
2023-05-09,718246,Baltimore Orioles,Tampa Bay Rays,2023,2.001,HOME_F5_ML,True,260.0,3.0,2.0,True,False,780.0,f5_ml,,,,,,,
2023-05-09,718247,New York Yankees,Oakland Athletics,2023,1.136,HOME_F5_ML,False,-240.0,2.0,5.0,True,False,83.0,f5_ml,,,,,,,
2023-05-09,718250,San Francisco Giants,Washington Nationals,2023,0.692,HOME_F5_ML,False,-208.0,1.0,3.0,True,False,48.0,f5_ml,,,,,,,
2023-05-10,718225,Cincinnati Reds,New York Mets,2023,-0.965,AWAY_F5_ML,True,165.0,1.5,-1.0,True,False,248.0,f5_ml,,,,,,,
2023-05-10,718227,Baltimore Orioles,Tampa Bay Rays,2023,0.586,HOME_F5_ML,True,-110.0,1.0,0.0,False,True,0.0,f5_ml,,,,,,,
2023-05-10,718224,Minnesota Twins,San Diego Padres,2023,0.503,HOME_F5_ML,False,-141.0,1.0,2.0,True,False,71.0,f5_ml,,,,,,,
2023-05-12,718206,Toronto Blue Jays,Atlanta Braves,2023,-0.935,AWAY_F5_ML,False,-170.0,1.5,1.0,False,False,-150.0,f5_ml,,,,,,,
2023-05-12,718211,Boston Red Sox,St. Louis Cardinals,2023,1.975,HOME_F5_ML,False,-121.0,3.0,2.0,True,False,248.0,f5_ml,,,,,,,
2023-05-12,718200,Oakland Athletics,Texas Rangers,2023,1.867,HOME_F5_ML,True,220.0,3.0,0.0,False,True,0.0,f5_ml,,,,,,,
2023-05-13,718191,Cleveland Guardians,Los Angeles Angels,2023,2.621,HOME_F5_ML,True,850.0,3.0,-3.0,False,False,-300.0,f5_ml,,,,,,,
2023-05-13,718184,Arizona Diamondbacks,San Francisco Giants,2023,0.945,HOME_F5_ML,True,-105.0,1.5,-1.0,False,False,-150.0,f5_ml,,,,,,,
2023-05-15,718171,Baltimore Orioles,Los Angeles Angels,2023,0.655,HOME_F5_ML,True,112.0,1.0,-4.0,False,False,-100.0,f5_ml,,,,,,,
2023-05-16,718155,Detroit Tigers,Pittsburgh Pirates,2023,0.753,HOME_F5_ML,False,-835.0,1.5,4.0,True,False,18.0,f5_ml,,,,,,,
2023-05-16,718154,Baltimore Orioles,Los Angeles Angels,2023,0.736,HOME_F5_ML,True,-105.0,1.0,2.0,True,False,95.0,f5_ml,,,,,,,
2023-05-16,718148,Texas Rangers,Atlanta Braves,2023,1.552,HOME_F5_ML,True,125.0,3.0,2.0,True,False,375.0,f5_ml,,,,,,,
2023-05-16,718149,Boston Red Sox,Seattle Mariners,2023,0.649,HOME_F5_ML,True,135.0,1.0,3.0,True,False,135.0,f5_ml,,,,,,,
2023-05-16,718146,Oakland Athletics,Arizona Diamondbacks,2023,0.667,HOME_F5_ML,True,155.0,1.0,-2.0,False,False,-100.0,f5_ml,,,,,,,
2023-05-16,718141,Los Angeles Dodgers,Minnesota Twins,2023,0.649,HOME_F5_ML,False,-115.0,1.0,-2.0,False,False,-100.0,f5_ml,,,,,,,
2023-05-17,718137,Baltimore Orioles,Los Angeles Angels,2023,0.566,HOME_F5_ML,False,-186.0,1.0,2.0,True,False,54.0,f5_ml,,,,,,,
2023-05-17,718126,Texas Rangers,Atlanta Braves,2023,-0.622,AWAY_F5_ML,True,100.0,1.0,2.0,False,False,-100.0,f5_ml,,,,,,,
2023-05-17,718129,Chicago White Sox,Cleveland Guardians,2023,-0.59,AWAY_F5_ML,False,-125.0,1.0,4.0,False,False,-100.0,f5_ml,,,,,,,
2023-05-19,718120,Cincinnati Reds,New York Yankees,2023,-0.516,AWAY_F5_ML,False,-288.0,1.0,-1.0,True,False,35.0,f5_ml,,,,,,,
2023-05-20,718108,Washington Nationals,Detroit Tigers,2023,1.067,HOME_F5_ML,False,-115.0,2.0,1.0,True,False,174.0,f5_ml,,,,,,,
2023-05-20,718092,San Diego Padres,Boston Red Sox,2023,-1.036,AWAY_F5_ML,True,115.0,2.0,-3.0,True,False,230.0,f5_ml,,,,,,,
2023-05-22,718072,Cleveland Guardians,Chicago White Sox,2023,-1.386,AWAY_F5_ML,True,340.0,2.0,1.0,False,False,-200.0,f5_ml,,,,,,,
2023-05-22,718071,Cincinnati Reds,St. Louis Cardinals,2023,-1.148,AWAY_F5_ML,True,195.0,2.0,1.0,False,False,-200.0,f5_ml,,,,,,,
2023-05-22,718066,Kansas City Royals,Detroit Tigers,2023,0.657,HOME_F5_ML,False,-124.0,1.0,0.0,False,True,0.0,f5_ml,,,,,,,
2023-05-22,718074,Atlanta Braves,Los Angeles Dodgers,2023,0.547,HOME_F5_ML,False,-160.0,1.0,-1.0,False,False,-100.0,f5_ml,,,,,,,
2023-05-22,718067,Minnesota Twins,San Francisco Giants,2023,-0.512,AWAY_F5_ML,True,125.0,1.0,-4.0,True,False,125.0,f5_ml,,,,,,,
2023-05-23,718063,Cleveland Guardians,Chicago White Sox,2023,-2.3,AWAY_F5_ML,True,775.0,3.0,0.0,False,True,0.0,f5_ml,,,,,,,
2023-05-23,718065,Pittsburgh Pirates,Texas Rangers,2023,0.993,HOME_F5_ML,True,325.0,1.5,-1.0,False,False,-150.0,f5_ml,,,,,,,
2023-05-23,718051,Colorado Rockies,Miami Marlins,2023,0.587,HOME_F5_ML,True,100.0,1.0,4.0,True,False,100.0,f5_ml,,,,,,,
2023-05-24,718044,Tampa Bay Rays,Toronto Blue Jays,2023,-1.235,AWAY_F5_ML,True,380.0,2.0,4.0,False,False,-200.0,f5_ml,,,,,,,
2023-05-24,718046,Milwaukee Brewers,Houston Astros,2023,0.576,HOME_F5_ML,True,100.0,1.0,2.0,True,False,100.0,f5_ml,,,,,,,
2023-05-25,718033,Colorado Rockies,Miami Marlins,2023,0.584,HOME_F5_ML,True,-109.0,1.0,-1.0,False,False,-100.0,f5_ml,,,,,,,
2023-05-25,718026,Atlanta Braves,Philadelphia Phillies,2023,-0.52,AWAY_F5_ML,False,-119.0,1.0,1.0,False,False,-100.0,f5_ml,,,,,,,
2023-05-26,718021,Detroit Tigers,Chicago White Sox,2023,1.883,HOME_F5_ML,True,750.0,3.0,-7.0,False,False,-300.0,f5_ml,,,,,,,
2023-05-26,718023,New York Yankees,San Diego Padres,2023,-2.786,AWAY_F5_ML,False,-130.0,3.0,-2.0,True,False,231.0,f5_ml,,,,,,,
2023-05-26,718022,Cleveland Guardians,St. Louis Cardinals,2023,2.148,HOME_F5_ML,False,-118.0,3.0,4.0,True,False,254.0,f5_ml,,,,,,,
2023-05-26,718012,Seattle Mariners,Pittsburgh Pirates,2023,1.012,HOME_F5_ML,False,-232.0,2.0,-3.0,False,False,-200.0,f5_ml,,,,,,,
2023-05-27,718008,Minnesota Twins,Toronto Blue Jays,2023,0.697,HOME_F5_ML,True,-110.0,1.0,3.0,True,False,91.0,f5_ml,,,,,,,
2023-05-27,718011,Colorado Rockies,New York Mets,2023,-1.156,AWAY_F5_ML,False,-198.0,2.0,5.0,False,False,-200.0,f5_ml,,,,,,,
2023-05-30,717964,Detroit Tigers,Texas Rangers,2023,-0.529,AWAY_F5_ML,False,-138.0,1.0,-1.0,True,False,72.0,f5_ml,,,,,,,
2023-05-30,717958,Oakland Athletics,Atlanta Braves,2023,0.5,HOME_F5_ML,True,170.0,1.0,0.0,False,True,0.0,f5_ml,,,,,,,
2023-05-30,717952,Seattle Mariners,New York Yankees,2023,0.674,HOME_F5_ML,False,-138.0,1.0,-5.0,False,False,-100.0,f5_ml,,,,,,,
2023-05-31,717953,San Francisco Giants,Pittsburgh Pirates,2023,-1.129,AWAY_F5_ML,True,120.0,2.0,-3.0,True,False,240.0,f5_ml,,,,,,,
2023-05-31,717944,New York Mets,Philadelphia Phillies,2023,-0.563,AWAY_F5_ML,False,-135.0,1.0,3.0,False,False,-100.0,f5_ml,,,,,,,
2023-05-31,717938,Houston Astros,Minnesota Twins,2023,1.107,HOME_F5_ML,True,110.0,2.0,-5.0,False,False,-200.0,f5_ml,,,,,,,
2023-06-02,717926,Houston Astros,Los Angeles Angels,2023,0.502,HOME_F5_ML,False,-137.0,1.0,3.0,True,False,73.0,f5_ml,,,,,,,
2023-06-02,717935,Washington Nationals,Philadelphia Phillies,2023,0.635,HOME_F5_ML,True,146.0,1.0,6.0,True,False,146.0,f5_ml,,,,,,,
2023-06-03,717918,Boston Red Sox,Tampa Bay Rays,2023,1.747,HOME_F5_ML,True,270.0,3.0,-3.0,False,False,-300.0,f5_ml,,,,,,,
2023-06-03,717885,Boston Red Sox,Tampa Bay Rays,2023,1.442,HOME_F5_ML,True,270.0,2.0,0.0,False,True,0.0,f5_ml,,,,,,,
2023-06-04,717904,Boston Red Sox,Tampa Bay Rays,2023,-3.444,AWAY_F5_ML,True,-110.0,3.0,-2.0,True,False,273.0,f5_ml,,,,,,,
2023-06-04,717897,Cincinnati Reds,Milwaukee Brewers,2023,0.508,HOME_F5_ML,False,-120.0,1.0,-5.0,False,False,-100.0,f5_ml,,,,,,,
2023-06-06,717882,Tampa Bay Rays,Minnesota Twins,2023,-1.245,AWAY_F5_ML,True,195.0,2.0,5.0,False,False,-200.0,f5_ml,,,,,,,
2023-06-06,717881,Washington Nationals,Arizona Diamondbacks,2023,-0.531,AWAY_F5_ML,False,-130.0,1.0,-1.0,True,False,77.0,f5_ml,,,,,,,
2023-06-06,717874,Pittsburgh Pirates,Oakland Athletics,2023,0.865,HOME_F5_ML,False,-260.0,1.5,0.0,False,True,0.0,f5_ml,,,,,,,
2023-06-06,717872,Atlanta Braves,New York Mets,2023,0.637,HOME_F5_ML,False,-165.0,1.0,-3.0,False,False,-100.0,f5_ml,,,,,,,
2023-06-06,717870,Cincinnati Reds,Los Angeles Dodgers,2023,0.931,HOME_F5_ML,True,142.0,1.5,-4.0,False,False,-150.0,f5_ml,,,,,,,
2023-06-06,717868,Texas Rangers,St. Louis Cardinals,2023,0.56,HOME_F5_ML,False,-150.0,1.0,4.0,True,False,67.0,f5_ml,,,,,,,
2023-06-07,717860,Miami Marlins,Kansas City Royals,2023,-1.223,AWAY_F5_ML,True,1025.0,2.0,2.0,False,False,-200.0,f5_ml,,,,,,,
2023-06-06,717864,San Diego Padres,Seattle Mariners,2023,-0.869,AWAY_F5_ML,True,140.0,1.5,0.0,False,True,0.0,f5_ml,,,,,,,
2023-06-07,717852,Colorado Rockies,San Francisco Giants,2023,-1.46,AWAY_F5_ML,False,-150.0,2.0,3.0,False,False,-200.0,f5_ml,,,,,,,
2023-06-07,717855,Los Angeles Angels,Chicago Cubs,2023,-0.76,AWAY_F5_ML,True,100.0,1.5,0.0,False,True,0.0,f5_ml,,,,,,,
2023-06-08,717848,New York Yankees,Chicago White Sox,2023,-0.77,AWAY_F5_ML,True,105.0,1.5,1.0,False,False,-150.0,f5_ml,,,,,,,
2023-06-09,717839,Baltimore Orioles,Kansas City Royals,2023,0.63,HOME_F5_ML,False,-188.0,1.0,2.0,True,False,53.0,f5_ml,,,,,,,
2023-06-09,717827,Tampa Bay Rays,Texas Rangers,2023,-1.022,AWAY_F5_ML,True,185.0,2.0,3.0,False,False,-200.0,f5_ml,,,,,,,
2023-06-09,717834,Detroit Tigers,Arizona Diamondbacks,2023,1.118,HOME_F5_ML,True,238.0,2.0,-1.0,False,False,-200.0,f5_ml,,,,,,,
2023-06-08,717838,Los Angeles Angels,Chicago Cubs,2023,0.832,HOME_F5_ML,False,-140.0,1.5,1.0,True,False,107.0,f5_ml,,,,,,,
2023-06-09,717835,Toronto Blue Jays,Minnesota Twins,2023,0.7,HOME_F5_ML,False,-119.0,1.0,-1.0,False,False,-100.0,f5_ml,,,,,,,
2023-06-10,717815,Cleveland Guardians,Houston Astros,2023,1.623,HOME_F5_ML,True,442.0,3.0,-4.0,False,False,-300.0,f5_ml,,,,,,,
2023-06-12,717791,St. Louis Cardinals,San Francisco Giants,2023,-0.637,AWAY_F5_ML,False,-145.0,1.0,-1.0,True,False,69.0,f5_ml,,,,,,,
2023-06-13,717787,Baltimore Orioles,Toronto Blue Jays,2023,-0.769,AWAY_F5_ML,False,-132.0,1.5,8.0,False,False,-150.0,f5_ml,,,,,,,
2023-06-13,717781,St. Louis Cardinals,San Francisco Giants,2023,0.525,HOME_F5_ML,True,-110.0,1.0,-4.0,False,False,-100.0,f5_ml,,,,,,,
2023-06-13,717780,Texas Rangers,Los Angeles Angels,2023,0.561,HOME_F5_ML,False,-152.0,1.0,2.0,True,False,66.0,f5_ml,,,,,,,
2023-06-13,717775,Arizona Diamondbacks,Philadelphia Phillies,2023,-0.634,AWAY_F5_ML,False,-125.0,1.0,-7.0,True,False,80.0,f5_ml,,,,,,,
2023-06-14,717769,Baltimore Orioles,Toronto Blue Jays,2023,-0.531,AWAY_F5_ML,False,-122.0,1.0,0.0,False,True,0.0,f5_ml,,,,,,,
2023-06-14,717765,Texas Rangers,Los Angeles Angels,2023,0.787,HOME_F5_ML,False,-130.0,1.5,0.0,False,True,0.0,f5_ml,,,,,,,
2023-06-15,717752,Minnesota Twins,Detroit Tigers,2023,0.706,HOME_F5_ML,False,-202.0,1.0,-1.0,False,False,-100.0,f5_ml,,,,,,,
2023-06-15,717755,Arizona Diamondbacks,Philadelphia Phillies,2023,-0.509,AWAY_F5_ML,False,-145.0,1.0,-1.0,True,False,69.0,f5_ml,,,,,,,
2023-06-15,717750,San Diego Padres,Cleveland Guardians,2023,-0.505,AWAY_F5_ML,True,140.0,1.0,-1.0,True,False,140.0,f5_ml,,,,,,,
2023-06-16,717749,Washington Nationals,Miami Marlins,2023,-0.603,AWAY_F5_ML,False,-159.0,1.0,0.0,False,True,0.0,f5_ml,,,,,,,
2023-06-16,717742,Boston Red Sox,New York Yankees,2023,0.921,HOME_F5_ML,False,-130.0,1.5,12.0,True,False,115.0,f5_ml,,,,,,,
2023-06-16,717741,Texas Rangers,Toronto Blue Jays,2023,-0.551,AWAY_F5_ML,True,102.0,1.0,-1.0,True,False,102.0,f5_ml,,,,,,,
2023-06-16,717743,New York Mets,St. Louis Cardinals,2023,-0.96,AWAY_F5_ML,False,-120.0,1.5,4.0,False,False,-150.0,f5_ml,,,,,,,
2023-06-16,717745,Atlanta Braves,Colorado Rockies,2023,-0.533,AWAY_F5_ML,True,165.0,1.0,8.0,False,False,-100.0,f5_ml,,,,,,,
2023-06-17,717734,Washington Nationals,Miami Marlins,2023,-1.2,AWAY_F5_ML,False,-152.0,2.0,0.0,False,True,0.0,f5_ml,,,,,,,
2023-06-17,717720,Milwaukee Brewers,Pittsburgh Pirates,2023,-0.613,AWAY_F5_ML,True,100.0,1.0,4.0,False,False,-100.0,f5_ml,,,,,,,
2023-06-18,717708,Chicago Cubs,Baltimore Orioles,2023,-0.721,AWAY_F5_ML,False,-120.0,1.0,1.0,False,False,-100.0,f5_ml,,,,,,,
2023-06-18,717710,Milwaukee Brewers,Pittsburgh Pirates,2023,0.71,HOME_F5_ML,False,-160.0,1.0,-1.0,False,False,-100.0,f5_ml,,,,,,,
2023-06-18,717709,Texas Rangers,Toronto Blue Jays,2023,0.523,HOME_F5_ML,False,-120.0,1.0,2.0,True,False,83.0,f5_ml,,,,,,,
2023-06-19,717700,Miami Marlins,Toronto Blue Jays,2023,-1.353,AWAY_F5_ML,True,105.0,2.0,5.0,False,False,-200.0,f5_ml,,,,,,,
2023-06-20,717687,Tampa Bay Rays,Baltimore Orioles,2023,0.597,HOME_F5_ML,True,300.0,1.0,-5.0,False,False,-100.0,f5_ml,,,,,,,
2023-06-20,717689,Philadelphia Phillies,Atlanta Braves,2023,-0.656,AWAY_F5_ML,False,-140.0,1.0,1.0,False,False,-100.0,f5_ml,,,,,,,
2023-06-20,717682,Houston Astros,New York Mets,2023,0.526,HOME_F5_ML,False,-117.0,1.0,3.0,True,False,85.0,f5_ml,,,,,,,
2023-06-21,717671,Pittsburgh Pirates,Chicago Cubs,2023,1.017,HOME_F5_ML,True,-104.0,2.0,-2.0,False,False,-200.0,f5_ml,,,,,,,
2023-06-21,717668,Detroit Tigers,Kansas City Royals,2023,0.631,HOME_F5_ML,False,-122.0,1.0,3.0,True,False,82.0,f5_ml,,,,,,,
2023-06-21,717672,Milwaukee Brewers,Arizona Diamondbacks,2023,0.974,HOME_F5_ML,True,138.0,1.5,1.0,True,False,207.0,f5_ml,,,,,,,
2023-06-21,717666,New York Yankees,Seattle Mariners,2023,-0.518,AWAY_F5_ML,False,-175.0,1.0,3.0,False,False,-100.0,f5_ml,,,,,,,
2023-06-22,717661,San Francisco Giants,San Diego Padres,2023,-0.627,AWAY_F5_ML,False,-140.0,1.0,-10.0,True,False,71.0,f5_ml,,,,,,,
2023-06-22,717659,Tampa Bay Rays,Kansas City Royals,2023,-2.175,AWAY_F5_ML,True,410.0,3.0,0.0,False,True,0.0,f5_ml,,,,,,,
2023-06-23,717647,Detroit Tigers,Minnesota Twins,2023,-0.605,AWAY_F5_ML,False,-138.0,1.0,-3.0,True,False,72.0,f5_ml,,,,,,,
2023-06-23,717649,Tampa Bay Rays,Kansas City Royals,2023,0.76,HOME_F5_ML,False,-119.0,1.5,5.0,True,False,126.0,f5_ml,,,,,,,
2023-06-22,717652,New York Yankees,Seattle Mariners,2023,1.226,HOME_F5_ML,False,-115.0,2.0,-10.0,False,False,-200.0,f5_ml,,,,,,,
2023-06-23,717651,Baltimore Orioles,Seattle Mariners,2023,0.541,HOME_F5_ML,True,-108.0,1.0,-6.0,False,False,-100.0,f5_ml,,,,,,,
2023-06-23,717650,Cincinnati Reds,Atlanta Braves,2023,2.061,HOME_F5_ML,True,570.0,3.0,2.0,True,False,1710.0,f5_ml,,,,,,,
2023-06-23,717655,New York Yankees,Texas Rangers,2023,0.729,HOME_F5_ML,True,-110.0,1.0,0.0,False,True,0.0,f5_ml,,,,,,,
2023-06-23,717648,Cleveland Guardians,Milwaukee Brewers,2023,0.543,HOME_F5_ML,False,-141.0,1.0,-1.0,False,False,-100.0,f5_ml,,,,,,,
2023-06-24,717633,Detroit Tigers,Minnesota Twins,2023,0.652,HOME_F5_ML,True,130.0,1.0,3.0,True,False,130.0,f5_ml,,,,,,,
2023-06-25,717617,Toronto Blue Jays,Oakland Athletics,2023,0.931,HOME_F5_ML,False,-235.0,1.5,4.0,True,False,64.0,f5_ml,,,,,,,
2023-06-25,717615,Los Angeles Dodgers,Houston Astros,2023,-0.56,AWAY_F5_ML,True,100.0,1.0,-3.0,True,False,100.0,f5_ml,,,,,,,
2023-06-27,717604,Toronto Blue Jays,San Francisco Giants,2023,-0.874,AWAY_F5_ML,True,158.0,1.5,-1.0,True,False,237.0,f5_ml,,,,,,,
2023-06-27,717601,Baltimore Orioles,Cincinnati Reds,2023,0.865,HOME_F5_ML,False,-150.0,1.5,0.0,False,True,0.0,f5_ml,,,,,,,
2023-06-27,717597,New York Mets,Milwaukee Brewers,2023,0.53,HOME_F5_ML,False,-157.0,1.0,4.0,True,False,64.0,f5_ml,,,,,,,
2023-06-28,717586,Toronto Blue Jays,San Francisco Giants,2023,0.619,HOME_F5_ML,True,-110.0,1.0,4.0,True,False,91.0,f5_ml,,,,,,,
2023-06-28,717583,Boston Red Sox,Miami Marlins,2023,-1.072,AWAY_F5_ML,False,-137.0,2.0,0.0,False,True,0.0,f5_ml,,,,,,,
2023-06-28,717577,Kansas City Royals,Cleveland Guardians,2023,-0.607,AWAY_F5_ML,False,-136.0,1.0,-6.0,True,False,74.0,f5_ml,,,,,,,
2023-06-28,717576,Los Angeles Angels,Chicago White Sox,2023,-0.882,AWAY_F5_ML,True,160.0,1.5,-7.0,True,False,240.0,f5_ml,,,,,,,
2023-06-28,717575,Arizona Diamondbacks,Tampa Bay Rays,2023,-0.959,AWAY_F5_ML,True,112.0,1.5,2.0,False,False,-150.0,f5_ml,,,,,,,
2023-06-29,717566,St. Louis Cardinals,Houston Astros,2023,-0.814,AWAY_F5_ML,False,-130.0,1.5,-6.0,True,False,115.0,f5_ml,,,,,,,
2023-06-29,717572,Colorado Rockies,Los Angeles Dodgers,2023,1.024,HOME_F5_ML,True,138.0,2.0,-8.0,False,False,-200.0,f5_ml,,,,,,,
2023-06-30,717563,Philadelphia Phillies,Washington Nationals,2023,1.535,HOME_F5_ML,True,145.0,3.0,-1.0,False,False,-300.0,f5_ml,,,,,,,
2023-06-30,717556,New York Mets,San Francisco Giants,2023,-0.833,AWAY_F5_ML,False,-140.0,1.5,1.0,False,False,-150.0,f5_ml,,,,,,,
2023-07-01,717541,Baltimore Orioles,Minnesota Twins,2023,0.597,HOME_F5_ML,False,-138.0,1.0,-1.0,False,False,-100.0,f5_ml,,,,,,,
2023-07-01,717534,Seattle Mariners,Tampa Bay Rays,2023,1.095,HOME_F5_ML,True,-106.0,2.0,2.0,True,False,189.0,f5_ml,,,,,,,
2023-07-02,717529,Baltimore Orioles,Minnesota Twins,2023,-0.629,AWAY_F5_ML,False,-120.0,1.0,-1.0,True,False,83.0,f5_ml,,,,,,,
2023-07-02,717524,St. Louis Cardinals,New York Yankees,2023,-2.456,AWAY_F5_ML,True,-115.0,3.0,2.0,False,False,-300.0,f5_ml,,,,,,,
2023-07-02,717527,Kansas City Royals,Los Angeles Dodgers,2023,0.534,HOME_F5_ML,True,150.0,1.0,6.0,True,False,150.0,f5_ml,,,,,,,
2023-07-02,717523,Colorado Rockies,Detroit Tigers,2023,0.752,HOME_F5_ML,True,-105.0,1.5,-4.0,False,False,-150.0,f5_ml,,,,,,,
2023-07-02,717522,Los Angeles Angels,Arizona Diamondbacks,2023,-1.104,AWAY_F5_ML,False,-140.0,2.0,2.0,False,False,-200.0,f5_ml,,,,,,,
2023-07-03,717515,Miami Marlins,St. Louis Cardinals,2023,1.425,HOME_F5_ML,False,-195.0,2.0,0.0,False,True,0.0,f5_ml,,,,,,,
2023-07-03,717511,Milwaukee Brewers,Chicago Cubs,2023,-0.567,AWAY_F5_ML,True,-115.0,1.0,-3.0,True,False,87.0,f5_ml,,,,,,,
2023-07-03,717517,Washington Nationals,Cincinnati Reds,2023,0.747,HOME_F5_ML,True,148.0,1.0,-2.0,False,False,-100.0,f5_ml,,,,,,,
2023-07-04,717499,Tampa Bay Rays,Philadelphia Phillies,2023,0.516,HOME_F5_ML,False,-130.0,1.0,-1.0,False,False,-100.0,f5_ml,,,,,,,
2023-07-05,717489,Houston Astros,Colorado Rockies,2023,0.525,HOME_F5_ML,False,-248.0,1.0,3.0,True,False,40.0,f5_ml,,,,,,,
2023-07-05,717484,Boston Red Sox,Texas Rangers,2023,-0.513,AWAY_F5_ML,False,-115.0,1.0,3.0,False,False,-100.0,f5_ml,,,,,,,
2023-07-05,717493,Washington Nationals,Cincinnati Reds,2023,0.681,HOME_F5_ML,True,-112.0,1.0,-4.0,False,False,-100.0,f5_ml,,,,,,,
2023-07-05,717486,Cleveland Guardians,Atlanta Braves,2023,0.587,HOME_F5_ML,True,145.0,1.0,-5.0,False,False,-100.0,f5_ml,,,,,,,
2023-07-06,717481,Washington Nationals,Cincinnati Reds,2023,0.992,HOME_F5_ML,False,-140.0,1.5,1.0,True,False,107.0,f5_ml,,,,,,,
2023-07-06,717474,Milwaukee Brewers,Chicago Cubs,2023,-0.557,AWAY_F5_ML,True,-115.0,1.0,3.0,False,False,-100.0,f5_ml,,,,,,,
2023-07-06,717471,Boston Red Sox,Texas Rangers,2023,-0.581,AWAY_F5_ML,False,-139.0,1.0,-2.0,True,False,72.0,f5_ml,,,,,,,
2023-07-06,717469,Cleveland Guardians,Kansas City Royals,2023,-0.543,AWAY_F5_ML,True,170.0,1.0,0.0,False,True,0.0,f5_ml,,,,,,,
2023-07-06,717470,Arizona Diamondbacks,New York Mets,2023,1.142,HOME_F5_ML,True,-103.0,2.0,-8.0,False,False,-200.0,f5_ml,,,,,,,
2023-07-07,717457,Detroit Tigers,Toronto Blue Jays,2023,0.647,HOME_F5_ML,False,-115.0,1.0,-6.0,False,False,-100.0,f5_ml,,,,,,,
2023-07-07,717460,Tampa Bay Rays,Atlanta Braves,2023,-0.908,AWAY_F5_ML,True,210.0,1.5,-1.0,True,False,315.0,f5_ml,,,,,,,
2023-07-07,717461,Boston Red Sox,Oakland Athletics,2023,0.855,HOME_F5_ML,False,-210.0,1.5,4.0,True,False,71.0,f5_ml,,,,,,,
2023-07-07,717452,Arizona Diamondbacks,Pittsburgh Pirates,2023,0.593,HOME_F5_ML,False,-137.0,1.0,4.0,True,False,73.0,f5_ml,,,,,,,
2023-07-07,717455,Chicago White Sox,St. Louis Cardinals,2023,-0.678,AWAY_F5_ML,False,-140.0,1.0,-4.0,True,False,71.0,f5_ml,,,,,,,
2023-07-08,717442,Detroit Tigers,Toronto Blue Jays,2023,-0.596,AWAY_F5_ML,False,-225.0,1.0,2.0,False,False,-100.0,f5_ml,,,,,,,
2023-07-08,717445,Chicago White Sox,St. Louis Cardinals,2023,-1.104,AWAY_F5_ML,True,-110.0,2.0,-2.0,True,False,182.0,f5_ml,,,,,,,
2023-07-08,717440,Houston Astros,Seattle Mariners,2023,0.528,HOME_F5_ML,False,-140.0,1.0,0.0,False,True,0.0,f5_ml,,,,,,,
